"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1590417066024374272","https://twitter.com/trendytees01/status/1590417066024374272","Have a look at our brochure.
https://t.co/gufvmmhTzR","2022-11-09 18:52 +0000","4.0","1.0","0.25","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1590323324772823042","https://twitter.com/trendytees01/status/1590323324772823042","Check out our Blog.
https://t.co/S289XKzFZV","2022-11-09 12:40 +0000","14.0","2.0","0.14285714285714285","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1590037965103038464","https://twitter.com/trendytees01/status/1590037965103038464","Be the Trend 🤙✨😎.
Check our YouTube Channel.
https://t.co/5K8gTqhQph","2022-11-08 17:46 +0000","11.0","2.0","0.18181818181818182","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1590036792509870080","https://twitter.com/trendytees01/status/1590036792509870080","Be the Trend 🤙😎✌️.
Halloween T-shirts.
Visit our website.
#education #Haloween #Trending #style #Tshirt #customised #fashion https://t.co/34opycxgG5","2022-11-08 17:41 +0000","28.0","3.0","0.10714285714285714","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","9","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1589516926740762624","https://twitter.com/trendytees01/status/1589516926740762624","Try something Trendy 😎.","2022-11-07 07:15 +0000","19.0","3.0","0.15789473684210525","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1588915846562578433","https://twitter.com/trendytees01/status/1588915846562578433","Customised T-shirts (Friends Edition).
#education #friends #fashion #design #style #joey #ChandlerBing #rachelgreen https://t.co/KZPunIBsTY","2022-11-05 15:27 +0000","41.0","2.0","0.04878048780487805","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1588914890114498561","https://twitter.com/trendytees01/status/1588914890114498561","Trendy Tees customised T-shirts. We provide customised T-shirts as per your request.The majority of T-shirts are made of 100% cotton. Environmentally conscious manufacturers may use organically grown cotton and natural dyes.
Website link in bio. https://t.co/a6fEx3cRiq","2022-11-05 15:23 +0000","18.0","3.0","0.16666666666666666","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
